
Name : adadad giao dịch với THÁI ĐẸP TRAI || Time : 2022-11-06 00:06:01 || Item chuyển : [907 Số lượng : 114;641 Số lượng : 287;639 Số lượng : 267;770 Số lượng : 487;987 Số lượng : 277;638 Số lượng : 263;642 Số lượng : 245;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0
Name : facebook giao dịch với trumsvlau || Time : 2022-11-06 05:33:09 || Item chuyển : [770 Số lượng : 3964;907 Số lượng : 3445;641 Số lượng : 2000;638 Số lượng : 2146;642 Số lượng : 2075;639 Số lượng : 2164;987 Số lượng : 2092;259 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : trumsvlau giao dịch với facebook || Time : 2022-11-06 05:33:09 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[770 Số lượng : 3964;907 Số lượng : 3445;641 Số lượng : 2000;638 Số lượng : 2146;642 Số lượng : 2075;639 Số lượng : 2164;987 Số lượng : 2092;259 Số lượng : 1;] Xu nhận :0

Name : trumsvlau giao dịch với blabla || Time : 2022-11-06 05:35:11 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 907 Số lượng : 2500;  638 Số lượng : 2307;  987 Số lượng : 2284;  641 Số lượng : 2286;  642 Số lượng : 2351;  639 Số lượng : 2348;  770 Số lượng : 4680; ] Xu nhận :0

Name : blabla giao dịch với trumsvlau || Time : 2022-11-06 05:35:11 || Item chuyển : [ 907 Số lượng : 2500;  638 Số lượng : 2307;  987 Số lượng : 2284;  641 Số lượng : 2286;  642 Số lượng : 2351;  639 Số lượng : 2348;  770 Số lượng : 4680; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : ahihihi giao dịch với trumsvlau || Time : 2022-11-06 05:37:19 || Item chuyển : [638 Số lượng : 2042;639 Số lượng : 2078;987 Số lượng : 2126;642 Số lượng : 2110;907 Số lượng : 2140;770 Số lượng : 4245;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : trumsvlau giao dịch với ahihihi || Time : 2022-11-06 05:37:19 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[638 Số lượng : 2042;639 Số lượng : 2078;987 Số lượng : 2126;642 Số lượng : 2110;907 Số lượng : 2140;770 Số lượng : 4245;] Xu nhận :0

Name : hayate giao dịch với trumsvlau || Time : 2022-11-06 05:39:14 || Item chuyển : [770 Số lượng : 4227;907 Số lượng : 2179;639 Số lượng : 2249;987 Số lượng : 2140;642 Số lượng : 2146;638 Số lượng : 2177;641 Số lượng : 2209;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : trumsvlau giao dịch với hayate || Time : 2022-11-06 05:39:14 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[770 Số lượng : 4227;907 Số lượng : 2179;639 Số lượng : 2249;987 Số lượng : 2140;642 Số lượng : 2146;638 Số lượng : 2177;641 Số lượng : 2209;] Xu nhận :0

Name : vipkoae giao dịch với trumsvlau || Time : 2022-11-06 05:41:10 || Item chuyển : [907 Số lượng : 1675;987 Số lượng : 1583;638 Số lượng : 1605;641 Số lượng : 1547;639 Số lượng : 1565;770 Số lượng : 3269;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : trumsvlau giao dịch với vipkoae || Time : 2022-11-06 05:41:10 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[907 Số lượng : 1675;987 Số lượng : 1583;638 Số lượng : 1605;641 Số lượng : 1547;639 Số lượng : 1565;770 Số lượng : 3269;] Xu nhận :0

Name : langson giao dịch với zzzzzzz || Time : 2022-11-06 05:46:33 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 770 Số lượng : 2860;  907 Số lượng : 1550;  38 Số lượng : 11014; ] Xu nhận :0

Name : zzzzzzz giao dịch với langson || Time : 2022-11-06 05:46:33 || Item chuyển : [ 770 Số lượng : 2860;  907 Số lượng : 1550;  38 Số lượng : 11014; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : langson giao dịch với xxxxxx || Time : 2022-11-06 05:47:43 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 907 Số lượng : 1502;  38 Số lượng : 10948;  770 Số lượng : 2814; ] Xu nhận :0

Name : xxxxxx giao dịch với langson || Time : 2022-11-06 05:47:43 || Item chuyển : [ 907 Số lượng : 1502;  38 Số lượng : 10948;  770 Số lượng : 2814; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : langson giao dịch với langson2 || Time : 2022-11-06 05:50:27 || Item chuyển : [874 Số lượng : 2703;] Xu giao dịch :0 || Item Nhận :[ 454 Số lượng : 2;  638 Số lượng : 2389;  639 Số lượng : 2452;  642 Số lượng : 2297;  987 Số lượng : 2238;  641 Số lượng : 2320;  598 Số lượng : 2327;  574 Số lượng : 20;  573 Số lượng : 17;  577 Số lượng : 10;  578 Số lượng : 12;  576 Số lượng : 15; ] Xu nhận :0

Name : langson2 giao dịch với langson || Time : 2022-11-06 05:50:27 || Item chuyển : [ 454 Số lượng : 2;  638 Số lượng : 2389;  639 Số lượng : 2452;  642 Số lượng : 2297;  987 Số lượng : 2238;  641 Số lượng : 2320;  598 Số lượng : 2327;  574 Số lượng : 20;  573 Số lượng : 17;  577 Số lượng : 10;  578 Số lượng : 12;  576 Số lượng : 15; ] Xu giao dịch :0 || Item Nhận :[874 Số lượng : 2703;] Xu nhận :0

Name : langson2 giao dịch với langson || Time : 2022-11-06 05:51:09 || Item chuyển : [575 Số lượng : 12;997 Số lượng : 2240;603 Số lượng : 860;998 Số lượng : 2315;1001 Số lượng : 2359;996 Số lượng : 2357;1002 Số lượng : 2317;1000 Số lượng : 2358;999 Số lượng : 2285;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : langson giao dịch với langson2 || Time : 2022-11-06 05:51:09 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[575 Số lượng : 12;997 Số lượng : 2240;603 Số lượng : 860;998 Số lượng : 2315;1001 Số lượng : 2359;996 Số lượng : 2357;1002 Số lượng : 2317;1000 Số lượng : 2358;999 Số lượng : 2285;] Xu nhận :0

Name : langson giao dịch với langson1 || Time : 2022-11-06 05:53:15 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 638 Số lượng : 349;  454 Số lượng : 218;  907 Số lượng : 495;  575 Số lượng : 622;  641 Số lượng : 342;  576 Số lượng : 628;  578 Số lượng : 658;  545 Số lượng : 330;  574 Số lượng : 625;  639 Số lượng : 401;  987 Số lượng : 361;  642 Số lượng : 385; ] Xu nhận :0

Name : langson1 giao dịch với langson || Time : 2022-11-06 05:53:15 || Item chuyển : [ 638 Số lượng : 349;  454 Số lượng : 218;  907 Số lượng : 495;  575 Số lượng : 622;  641 Số lượng : 342;  576 Số lượng : 628;  578 Số lượng : 658;  545 Số lượng : 330;  574 Số lượng : 625;  639 Số lượng : 401;  987 Số lượng : 361;  642 Số lượng : 385; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : langson1 giao dịch với langson || Time : 2022-11-06 05:53:42 || Item chuyển : [577 Số lượng : 626;573 Số lượng : 617;770 Số lượng : 1138;38 Số lượng : 1218;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : langson giao dịch với langson1 || Time : 2022-11-06 05:53:42 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[577 Số lượng : 626;573 Số lượng : 617;770 Số lượng : 1138;38 Số lượng : 1218;] Xu nhận :0

Name : langson2 giao dịch với langson1 || Time : 2022-11-06 05:55:01 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[] Xu nhận :1400000000

Name : langson1 giao dịch với langson2 || Time : 2022-11-06 05:55:01 || Item chuyển : [] Xu giao dịch :1400000000 || Item Nhận :[] Xu nhận :0

Name : samurai giao dịch với player || Time : 2022-11-06 05:57:25 || Item chuyển : [603 Số lượng : 368;1002 Số lượng : 1098;1000 Số lượng : 1123;999 Số lượng : 1139;996 Số lượng : 1142;1001 Số lượng : 1134;997 Số lượng : 1073;598 Số lượng : 1099;998 Số lượng : 1073;639 Số lượng : 1206;780 Số lượng : 52;577 Số lượng : 170;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với samurai || Time : 2022-11-06 05:57:25 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[603 Số lượng : 368;1002 Số lượng : 1098;1000 Số lượng : 1123;999 Số lượng : 1139;996 Số lượng : 1142;1001 Số lượng : 1134;997 Số lượng : 1073;598 Số lượng : 1099;998 Số lượng : 1073;639 Số lượng : 1206;780 Số lượng : 52;577 Số lượng : 170;] Xu nhận :0

Name : samurai giao dịch với player || Time : 2022-11-06 05:59:15 || Item chuyển : [454 Số lượng : 50;770 Số lượng : 168;907 Số lượng : 92;638 Số lượng : 1196;641 Số lượng : 1223;987 Số lượng : 1308;642 Số lượng : 1267;578 Số lượng : 152;574 Số lượng : 155;575 Số lượng : 136;769 Số lượng : 168;573 Số lượng : 138;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với samurai || Time : 2022-11-06 05:59:15 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[454 Số lượng : 50;770 Số lượng : 168;907 Số lượng : 92;638 Số lượng : 1196;641 Số lượng : 1223;987 Số lượng : 1308;642 Số lượng : 1267;578 Số lượng : 152;574 Số lượng : 155;575 Số lượng : 136;769 Số lượng : 168;573 Số lượng : 138;] Xu nhận :0

Name : flosama giao dịch với player || Time : 2022-11-06 05:59:53 || Item chuyển : [603 Số lượng : 390;598 Số lượng : 1153;998 Số lượng : 1121;1002 Số lượng : 1149;997 Số lượng : 1203;999 Số lượng : 1233;996 Số lượng : 1150;1000 Số lượng : 1225;1001 Số lượng : 1240;575 Số lượng : 155;780 Số lượng : 61;454 Số lượng : 54;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với flosama || Time : 2022-11-06 05:59:53 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[603 Số lượng : 390;598 Số lượng : 1153;998 Số lượng : 1121;1002 Số lượng : 1149;997 Số lượng : 1203;999 Số lượng : 1233;996 Số lượng : 1150;1000 Số lượng : 1225;1001 Số lượng : 1240;575 Số lượng : 155;780 Số lượng : 61;454 Số lượng : 54;] Xu nhận :0

Name : flosama giao dịch với player || Time : 2022-11-06 06:00:20 || Item chuyển : [577 Số lượng : 129;574 Số lượng : 131;769 Số lượng : 509;907 Số lượng : 206;641 Số lượng : 1477;642 Số lượng : 1504;639 Số lượng : 1464;987 Số lượng : 1465;638 Số lượng : 1513;770 Số lượng : 488;578 Số lượng : 143;573 Số lượng : 173;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với flosama || Time : 2022-11-06 06:00:20 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[577 Số lượng : 129;574 Số lượng : 131;769 Số lượng : 509;907 Số lượng : 206;641 Số lượng : 1477;642 Số lượng : 1504;639 Số lượng : 1464;987 Số lượng : 1465;638 Số lượng : 1513;770 Số lượng : 488;578 Số lượng : 143;573 Số lượng : 173;] Xu nhận :0

Name : kizmad giao dịch với nikora || Time : 2022-11-06 06:33:08 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 770 Số lượng : 127;  769 Số lượng : 105;  38 Số lượng : 3615;  907 Số lượng : 52;  638 Số lượng : 69;  641 Số lượng : 330;  639 Số lượng : 70;  642 Số lượng : 87;  987 Số lượng : 456; ] Xu nhận :0

Name : nikora giao dịch với kizmad || Time : 2022-11-06 06:33:08 || Item chuyển : [ 770 Số lượng : 127;  769 Số lượng : 105;  38 Số lượng : 3615;  907 Số lượng : 52;  638 Số lượng : 69;  641 Số lượng : 330;  639 Số lượng : 70;  642 Số lượng : 87;  987 Số lượng : 456; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : kizmad giao dịch với nikora || Time : 2022-11-06 06:33:36 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[] Xu nhận :197000000

Name : nikora giao dịch với kizmad || Time : 2022-11-06 06:33:36 || Item chuyển : [] Xu giao dịch :197000000 || Item Nhận :[] Xu nhận :0

Name : kizmad giao dịch với mikaro || Time : 2022-11-06 06:37:06 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 38 Số lượng : 420;  907 Số lượng : 50;  770 Số lượng : 116;  769 Số lượng : 76;  987 Số lượng : 49;  638 Số lượng : 47;  639 Số lượng : 53;  642 Số lượng : 51;  641 Số lượng : 46; ] Xu nhận :0

Name : mikaro giao dịch với kizmad || Time : 2022-11-06 06:37:06 || Item chuyển : [ 38 Số lượng : 420;  907 Số lượng : 50;  770 Số lượng : 116;  769 Số lượng : 76;  987 Số lượng : 49;  638 Số lượng : 47;  639 Số lượng : 53;  642 Số lượng : 51;  641 Số lượng : 46; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : kizmad giao dịch với mikaro || Time : 2022-11-06 06:39:44 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 868 Số lượng : 12;  868 Số lượng : 600;  868 Số lượng : 100; ] Xu nhận :0

Name : mikaro giao dịch với kizmad || Time : 2022-11-06 06:39:44 || Item chuyển : [ 868 Số lượng : 12;  868 Số lượng : 600;  868 Số lượng : 100; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : mikara giao dịch với kizmad || Time : 2022-11-06 06:48:32 || Item chuyển : [907 Số lượng : 415;638 Số lượng : 234;987 Số lượng : 388;770 Số lượng : 831;769 Số lượng : 453;639 Số lượng : 138;641 Số lượng : 197;38 Số lượng : 3391;842 Số lượng : 4;] Xu giao dịch :197000000 || Item Nhận :[] Xu nhận :0

Name : kizmad giao dịch với mikara || Time : 2022-11-06 06:48:32 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[907 Số lượng : 415;638 Số lượng : 234;987 Số lượng : 388;770 Số lượng : 831;769 Số lượng : 453;639 Số lượng : 138;641 Số lượng : 197;38 Số lượng : 3391;842 Số lượng : 4;] Xu nhận :197000000

Name : nikaro giao dịch với kizmad || Time : 2022-11-06 06:57:24 || Item chuyển : [907 Số lượng : 99;770 Số lượng : 246;987 Số lượng : 121;639 Số lượng : 155;642 Số lượng : 125;638 Số lượng : 131;641 Số lượng : 143;769 Số lượng : 237;38 Số lượng : 637;454 Số lượng : 32;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : kizmad giao dịch với nikaro || Time : 2022-11-06 06:57:24 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[907 Số lượng : 99;770 Số lượng : 246;987 Số lượng : 121;639 Số lượng : 155;642 Số lượng : 125;638 Số lượng : 131;641 Số lượng : 143;769 Số lượng : 237;38 Số lượng : 637;454 Số lượng : 32;] Xu nhận :0

Name : kizmad giao dịch với nakiro || Time : 2022-11-06 06:59:23 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 907 Số lượng : 66;  641 Số lượng : 176;  770 Số lượng : 152;  638 Số lượng : 79;  642 Số lượng : 70;  987 Số lượng : 314;  842 Số lượng : 5;  639 Số lượng : 81;  38 Số lượng : 255;  454 Số lượng : 28; ] Xu nhận :198000000

Name : nakiro giao dịch với kizmad || Time : 2022-11-06 06:59:23 || Item chuyển : [ 907 Số lượng : 66;  641 Số lượng : 176;  770 Số lượng : 152;  638 Số lượng : 79;  642 Số lượng : 70;  987 Số lượng : 314;  842 Số lượng : 5;  639 Số lượng : 81;  38 Số lượng : 255;  454 Số lượng : 28; ] Xu giao dịch :198000000 || Item Nhận :[] Xu nhận :0

Name : langson2 giao dịch với langson || Time : 2022-11-06 08:50:56 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 993 Số lượng : 8;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1; ] Xu nhận :0

Name : langson giao dịch với langson2 || Time : 2022-11-06 08:50:56 || Item chuyển : [ 993 Số lượng : 8;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : samurai giao dịch với player || Time : 2022-11-06 10:25:19 || Item chuyển : [770 Số lượng : 145;769 Số lượng : 171;907 Số lượng : 59;998 Số lượng : 490;598 Số lượng : 482;1000 Số lượng : 491;1002 Số lượng : 494;987 Số lượng : 598;1001 Số lượng : 505;641 Số lượng : 601;996 Số lượng : 512;642 Số lượng : 587;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với samurai || Time : 2022-11-06 10:25:19 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[770 Số lượng : 145;769 Số lượng : 171;907 Số lượng : 59;998 Số lượng : 490;598 Số lượng : 482;1000 Số lượng : 491;1002 Số lượng : 494;987 Số lượng : 598;1001 Số lượng : 505;641 Số lượng : 601;996 Số lượng : 512;642 Số lượng : 587;] Xu nhận :0

Name : samurai giao dịch với player || Time : 2022-11-06 10:25:39 || Item chuyển : [997 Số lượng : 512;639 Số lượng : 540;603 Số lượng : 181;999 Số lượng : 513;638 Số lượng : 591;38 Số lượng : 810;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với samurai || Time : 2022-11-06 10:25:39 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[997 Số lượng : 512;639 Số lượng : 540;603 Số lượng : 181;999 Số lượng : 513;638 Số lượng : 591;38 Số lượng : 810;] Xu nhận :0

Name : flosama giao dịch với player || Time : 2022-11-06 10:26:27 || Item chuyển : [907 Số lượng : 56;603 Số lượng : 209;770 Số lượng : 166;997 Số lượng : 546;769 Số lượng : 156;999 Số lượng : 555;987 Số lượng : 642;641 Số lượng : 652;598 Số lượng : 541;998 Số lượng : 579;1001 Số lượng : 553;638 Số lượng : 597;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với flosama || Time : 2022-11-06 10:26:27 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[907 Số lượng : 56;603 Số lượng : 209;770 Số lượng : 166;997 Số lượng : 546;769 Số lượng : 156;999 Số lượng : 555;987 Số lượng : 642;641 Số lượng : 652;598 Số lượng : 541;998 Số lượng : 579;1001 Số lượng : 553;638 Số lượng : 597;] Xu nhận :0

Name : flosama giao dịch với player || Time : 2022-11-06 10:26:38 || Item chuyển : [996 Số lượng : 599;1000 Số lượng : 565;639 Số lượng : 647;642 Số lượng : 641;1002 Số lượng : 517;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với flosama || Time : 2022-11-06 10:26:38 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[996 Số lượng : 599;1000 Số lượng : 565;639 Số lượng : 647;642 Số lượng : 641;1002 Số lượng : 517;] Xu nhận :0

Name : thajbjnh1st giao dịch với hellokittyz || Time : 2022-11-06 11:29:00 || Item chuyển : [454 Số lượng : 200;136 Số lượng : 1;987 Số lượng : 531;638 Số lượng : 482;639 Số lượng : 512;907 Số lượng : 433;769 Số lượng : 960;642 Số lượng : 509;641 Số lượng : 512;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : hellokittyz giao dịch với thajbjnh1st || Time : 2022-11-06 11:29:00 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[454 Số lượng : 200;136 Số lượng : 1;987 Số lượng : 531;638 Số lượng : 482;639 Số lượng : 512;907 Số lượng : 433;769 Số lượng : 960;642 Số lượng : 509;641 Số lượng : 512;] Xu nhận :0

Name : samurai giao dịch với player || Time : 2022-11-06 13:43:01 || Item chuyển : [769 Số lượng : 123;907 Số lượng : 69;603 Số lượng : 138;770 Số lượng : 126;1000 Số lượng : 450;996 Số lượng : 461;998 Số lượng : 403;997 Số lượng : 381;598 Số lượng : 371;641 Số lượng : 515;642 Số lượng : 483;999 Số lượng : 422;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : player giao dịch với samurai || Time : 2022-11-06 13:43:01 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[769 Số lượng : 123;907 Số lượng : 69;603 Số lượng : 138;770 Số lượng : 126;1000 Số lượng : 450;996 Số lượng : 461;998 Số lượng : 403;997 Số lượng : 381;598 Số lượng : 371;641 Số lượng : 515;642 Số lượng : 483;999 Số lượng : 422;] Xu nhận :0

Name : samurai giao dịch với player || Time : 2022-11-06 13:43:13 || Item chuyển : [638 Số lượng : 473;1001 Số lượng : 447;639 Số lượng : 468;987 Số lượng : 489;1002 Số lượng : 418;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

