
Name : l7l7l7l7l7 giao dịch với behemoth || Time : 2022-05-07 01:38:24 || Item chuyển : [976 Số lượng : 1;772 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0
Name : behemoth giao dịch với leviathan || Time : 2022-05-07 03:39:38 || Item chuyển : [ 647 Số lượng : 306; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : behemoth giao dịch với leviathan || Time : 2022-05-07 03:41:02 || Item chuyển : [630 Số lượng : 1;540 Số lượng : 1;540 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : leviathan giao dịch với behemoth || Time : 2022-05-07 03:41:02 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[630 Số lượng : 1;540 Số lượng : 1;540 Số lượng : 1;] Xu nhận :0

Name : leviathan giao dịch với chapcasv || Time : 2022-05-07 07:58:29 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1; ] Xu nhận :0

Name : chapcasv giao dịch với leviathan || Time : 2022-05-07 07:58:29 || Item chuyển : [ 976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : uplangco giao dịch với l7l7l7l7l7 || Time : 2022-05-07 08:24:24 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[] Xu nhận :1682996000

Name : l7l7l7l7l7 giao dịch với uplangco || Time : 2022-05-07 08:24:24 || Item chuyển : [] Xu giao dịch :1682996000 || Item Nhận :[] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với uplangco || Time : 2022-05-07 08:26:38 || Item chuyển : [976 Số lượng : 1;976 Số lượng : 1;976 Số lượng : 1;957 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : uplangco giao dịch với l7l7l7l7l7 || Time : 2022-05-07 08:26:38 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[976 Số lượng : 1;976 Số lượng : 1;976 Số lượng : 1;957 Số lượng : 1;] Xu nhận :0

Name : leviathan giao dịch với uplangco || Time : 2022-05-07 08:33:17 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 957 Số lượng : 1; ] Xu nhận :2000000000

Name : uplangco giao dịch với leviathan || Time : 2022-05-07 08:33:17 || Item chuyển : [ 957 Số lượng : 1; ] Xu giao dịch :2000000000 || Item Nhận :[] Xu nhận :0

Name : leviathan giao dịch với uplangco || Time : 2022-05-07 08:34:05 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[] Xu nhận :2000000000

Name : uplangco giao dịch với leviathan || Time : 2022-05-07 08:34:05 || Item chuyển : [] Xu giao dịch :2000000000 || Item Nhận :[] Xu nhận :0

Name : kimlong giao dịch với l7l7l7l7l7 || Time : 2022-05-07 09:19:29 || Item chuyển : [603 Số lượng : 1620;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với kimlong || Time : 2022-05-07 09:19:29 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[603 Số lượng : 1620;] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với chapcasv || Time : 2022-05-07 09:20:56 || Item chuyển : [862 Số lượng : 300;] Xu giao dịch :0 || Item Nhận :[ 967 Số lượng : 30; ] Xu nhận :0

Name : chapcasv giao dịch với l7l7l7l7l7 || Time : 2022-05-07 09:20:56 || Item chuyển : [ 967 Số lượng : 30; ] Xu giao dịch :0 || Item Nhận :[862 Số lượng : 300;] Xu nhận :0

Name : hacthien giao dịch với chapcasv || Time : 2022-05-07 09:40:14 || Item chuyển : [862 Số lượng : 263;] Xu giao dịch :0 || Item Nhận :[ 907 Số lượng : 260; ] Xu nhận :50000000

Name : chapcasv giao dịch với hacthien || Time : 2022-05-07 09:40:14 || Item chuyển : [ 907 Số lượng : 260; ] Xu giao dịch :50000000 || Item Nhận :[862 Số lượng : 263;] Xu nhận :0

Name : ngauvl giao dịch với vipbro || Time : 2022-05-07 09:46:11 || Item chuyển : [] Xu giao dịch :85000000 || Item Nhận :[] Xu nhận :0

Name : vipbro giao dịch với ngauvl || Time : 2022-05-07 09:46:11 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[] Xu nhận :85000000

Name : candychip giao dịch với uplangco || Time : 2022-05-07 10:17:31 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[] Xu nhận :2000000000

Name : uplangco giao dịch với candychip || Time : 2022-05-07 10:17:31 || Item chuyển : [] Xu giao dịch :2000000000 || Item Nhận :[] Xu nhận :0

Name : candychip giao dịch với napgan10ty || Time : 2022-05-07 10:22:51 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 485 Số lượng : 1;  485 Số lượng : 1;  283 Số lượng : 1;  829 Số lượng : 1;  439 Số lượng : 1; ] Xu nhận :0

Name : napgan10ty giao dịch với candychip || Time : 2022-05-07 10:22:51 || Item chuyển : [ 485 Số lượng : 1;  485 Số lượng : 1;  283 Số lượng : 1;  829 Số lượng : 1;  439 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : candychip giao dịch với napgan10ty || Time : 2022-05-07 10:23:51 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  524 Số lượng : 1;  442 Số lượng : 1;  440 Số lượng : 1;  441 Số lượng : 1;  524 Số lượng : 1; ] Xu nhận :0

Name : napgan10ty giao dịch với candychip || Time : 2022-05-07 10:23:51 || Item chuyển : [ 443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  524 Số lượng : 1;  442 Số lượng : 1;  440 Số lượng : 1;  441 Số lượng : 1;  524 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : candychip giao dịch với l7l7l7l7l7 || Time : 2022-05-07 10:35:07 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 907 Số lượng : 300; ] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với candychip || Time : 2022-05-07 10:35:07 || Item chuyển : [ 907 Số lượng : 300; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : candychip giao dịch với uplangco || Time : 2022-05-07 10:35:42 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 772 Số lượng : 1; ] Xu nhận :0

Name : uplangco giao dịch với candychip || Time : 2022-05-07 10:35:42 || Item chuyển : [ 772 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : candychip giao dịch với uplangco || Time : 2022-05-07 10:42:48 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 772 Số lượng : 1; ] Xu nhận :0

Name : uplangco giao dịch với candychip || Time : 2022-05-07 10:42:48 || Item chuyển : [ 772 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : darklove giao dịch với chapcasv || Time : 2022-05-07 11:22:53 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  874 Số lượng : 821;  868 Số lượng : 821;  647 Số lượng : 49; ] Xu nhận :500000000

Name : chapcasv giao dịch với darklove || Time : 2022-05-07 11:22:53 || Item chuyển : [ 976 Số lượng : 1;  976 Số lượng : 1;  976 Số lượng : 1;  874 Số lượng : 821;  868 Số lượng : 821;  647 Số lượng : 49; ] Xu giao dịch :500000000 || Item Nhận :[] Xu nhận :0

Name : candychip giao dịch với l7l7l7l7l7 || Time : 2022-05-07 11:28:40 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1; ] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với candychip || Time : 2022-05-07 11:28:40 || Item chuyển : [ 443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với candychip || Time : 2022-05-07 11:29:09 || Item chuyển : [443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : candychip giao dịch với l7l7l7l7l7 || Time : 2022-05-07 11:29:09 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;] Xu nhận :0

Name : candychip giao dịch với l7l7l7l7l7 || Time : 2022-05-07 11:29:34 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1; ] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với candychip || Time : 2022-05-07 11:29:34 || Item chuyển : [ 485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : candychip giao dịch với l7l7l7l7l7 || Time : 2022-05-07 11:29:51 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1; ] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với candychip || Time : 2022-05-07 11:29:51 || Item chuyển : [ 485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với candychip || Time : 2022-05-07 11:41:15 || Item chuyển : [443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : candychip giao dịch với l7l7l7l7l7 || Time : 2022-05-07 11:41:15 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với candychip || Time : 2022-05-07 11:41:51 || Item chuyển : [443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : candychip giao dịch với l7l7l7l7l7 || Time : 2022-05-07 11:41:51 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với candychip || Time : 2022-05-07 11:42:43 || Item chuyển : [485 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : candychip giao dịch với l7l7l7l7l7 || Time : 2022-05-07 11:42:43 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[485 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với candychip || Time : 2022-05-07 11:44:18 || Item chuyển : [443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : candychip giao dịch với l7l7l7l7l7 || Time : 2022-05-07 11:44:18 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;485 Số lượng : 1;443 Số lượng : 1;443 Số lượng : 1;] Xu nhận :0

Name : candychip giao dịch với l7l7l7l7l7 || Time : 2022-05-07 11:44:40 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 485 Số lượng : 1;  485 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1; ] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với candychip || Time : 2022-05-07 11:44:40 || Item chuyển : [ 485 Số lượng : 1;  485 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  485 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1;  443 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : l7l7l7l7l7 giao dịch với inboxmenow || Time : 2022-05-07 12:31:54 || Item chuyển : [907 Số lượng : 253;869 Số lượng : 317;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : inboxmenow giao dịch với l7l7l7l7l7 || Time : 2022-05-07 12:31:54 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[907 Số lượng : 253;869 Số lượng : 317;] Xu nhận :0

Name : bochapcaserver giao dịch với laviem || Time : 2022-05-07 13:13:42 || Item chuyển : [869 Số lượng : 1199;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : laviem giao dịch với bochapcaserver || Time : 2022-05-07 13:13:42 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[869 Số lượng : 1199;] Xu nhận :0

Name : bochapcaserver giao dịch với laviem || Time : 2022-05-07 13:19:58 || Item chuyển : [907 Số lượng : 1282;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : laviem giao dịch với bochapcaserver || Time : 2022-05-07 13:19:58 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[907 Số lượng : 1282;] Xu nhận :0

Name : laviem giao dịch với bochapcaserver || Time : 2022-05-07 13:21:46 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 948 Số lượng : 1; ] Xu nhận :0

Name : bochapcaserver giao dịch với laviem || Time : 2022-05-07 13:21:46 || Item chuyển : [ 948 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : 1love1life giao dịch với anhthuxc || Time : 2022-05-07 13:30:26 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 548 Số lượng : 1; ] Xu nhận :0

Name : anhthuxc giao dịch với 1love1life || Time : 2022-05-07 13:30:26 || Item chuyển : [ 548 Số lượng : 1; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : anhthuxc giao dịch với 1love1life || Time : 2022-05-07 13:31:11 || Item chuyển : [] Xu giao dịch :2000000000 || Item Nhận :[] Xu nhận :0

Name : 1love1life giao dịch với anhthuxc || Time : 2022-05-07 13:31:11 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[] Xu nhận :2000000000

Name : muahoano giao dịch với laviem || Time : 2022-05-07 13:47:47 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 603 Số lượng : 200; ] Xu nhận :0

Name : laviem giao dịch với muahoano || Time : 2022-05-07 13:47:47 || Item chuyển : [ 603 Số lượng : 200; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : sinhradelaytop giao dịch với laviem || Time : 2022-05-07 13:48:57 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 603 Số lượng : 200; ] Xu nhận :0

Name : laviem giao dịch với sinhradelaytop || Time : 2022-05-07 13:48:57 || Item chuyển : [ 603 Số lượng : 200; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : anhthuxc giao dịch với 1love1life || Time : 2022-05-07 13:53:12 || Item chuyển : [603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 10;603 Số lượng : 40;603 Số lượng : 40;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : 1love1life giao dịch với anhthuxc || Time : 2022-05-07 13:53:12 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 40;603 Số lượng : 10;603 Số lượng : 40;603 Số lượng : 40;] Xu nhận :0

Name : 1love1life giao dịch với anhthuxc || Time : 2022-05-07 13:53:50 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 603 Số lượng : 40;  603 Số lượng : 40;  603 Số lượng : 40; ] Xu nhận :0

Name : anhthuxc giao dịch với 1love1life || Time : 2022-05-07 13:53:50 || Item chuyển : [ 603 Số lượng : 40;  603 Số lượng : 40;  603 Số lượng : 40; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : muahoano giao dịch với sinhradelaytop || Time : 2022-05-07 14:04:13 || Item chuyển : [976 Số lượng : 1;11 Số lượng : 1;10 Số lượng : 1;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : sinhradelaytop giao dịch với muahoano || Time : 2022-05-07 14:04:13 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[976 Số lượng : 1;11 Số lượng : 1;10 Số lượng : 1;] Xu nhận :0

Name : muahoano giao dịch với laviem || Time : 2022-05-07 14:08:41 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[ 603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200; ] Xu nhận :0

Name : laviem giao dịch với muahoano || Time : 2022-05-07 14:08:41 || Item chuyển : [ 603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200;  603 Số lượng : 200; ] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : laviem giao dịch với muahoano || Time : 2022-05-07 14:09:16 || Item chuyển : [603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;] Xu giao dịch :0 || Item Nhận :[] Xu nhận :0

Name : muahoano giao dịch với laviem || Time : 2022-05-07 14:09:16 || Item chuyển : [] Xu giao dịch :0 || Item Nhận :[603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;603 Số lượng : 200;] Xu nhận :0

